date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:35:12	159367/159367	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:03%20GMT	https://demo.hasthemes.com/brook-preview/index-design-studio.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-design-studio.html	(from )
14:35:13	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Mon,%2026%20Aug%202019%2007:35:11%20GMT	https://demo.hasthemes.com/robots.txt		(from )
14:35:13	1150/1150	---M--	200	added ('OK')	application/octet-stream	etag:%229c9a750812bab056b475fb9cc078f51e%22	https://demo.hasthemes.com/brook-preview/img/favicon.ico	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/img/favicon.ico	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:13	4029/4029	---M--	200	added ('OK')	image/png	etag:%227676155efec287aaaa1b78ea9a79120d%22	https://demo.hasthemes.com/brook-preview/img/icon.png	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/img/icon.png	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:13	140885/140885	---MCZ	200	added ('OK')	text/css	date:Sun,%2025%20Aug%202019%2012:03:47%20GMT	https://demo.hasthemes.com/brook-preview/css/bootstrap.min.css	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/css/bootstrap.min.css	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:13	39349/39349	---MCZ	200	added ('OK')	text/css	date:Sun,%2025%20Aug%202019%2012:03:52%20GMT	https://demo.hasthemes.com/brook-preview/css/revoulation.css	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/css/revoulation.css	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:14	758/758	---M--	200	added ('OK')	text/css	etag:%2268b5f77c25d453ae99fc93b13b1a018e%22	https://demo.hasthemes.com/brook-preview/css/plugins.css	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/css/plugins.css	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:14	858028/858028	---MCZ	200	added ('OK')	text/css	date:Sun,%2025%20Aug%202019%2012:03:47%20GMT	https://demo.hasthemes.com/brook-preview/style.css	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/style.css	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:14	368/368	---M--	200	added ('OK')	text/css	etag:%2232345030a9c7b25fc33bccfcfafae83d%22	https://demo.hasthemes.com/brook-preview/css/custom.css	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/css/custom.css	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:15	154937/154937	---M--	200	added ('OK')	image/gif	etag:%22fb6c3afc0b4336692811c0659a0bb3ef%22	https://demo.hasthemes.com/brook-preview/img/icons/brook-preloader.gif	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/img/icons/brook-preloader.gif	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:15	194591/194591	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:16%20GMT	https://demo.hasthemes.com/brook-preview/index.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:15	10680/10680	---M--	200	added ('OK')	image/png	etag:%22f05e1a691ad39d5c4e45a32abee3105d%22	https://demo.hasthemes.com/brook-preview/img/logo/brook-white.png	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/img/logo/brook-white.png	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:16	142937/142937	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:02%20GMT	https://demo.hasthemes.com/brook-preview/index-creative-agency.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-creative-agency.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:16	212508/212508	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:02%20GMT	https://demo.hasthemes.com/brook-preview/index-business.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-business.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:17	198434/198434	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:04%20GMT	https://demo.hasthemes.com/brook-preview/index-digital-agency.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-digital-agency.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:18	165762/165762	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:59%20GMT	https://demo.hasthemes.com/brook-preview/index-architecture.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-architecture.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:19	115088/115088	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:08%20GMT	https://demo.hasthemes.com/brook-preview/index-minimal-agency.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-minimal-agency.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:19	135461/135461	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:15%20GMT	https://demo.hasthemes.com/brook-preview/index-start-ups.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-start-ups.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:20	102268/102268	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:05%20GMT	https://demo.hasthemes.com/brook-preview/index-freelancer.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-freelancer.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:20	141262/141262	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:00%20GMT	https://demo.hasthemes.com/brook-preview/index-authentic-studio.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-authentic-studio.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:20	116900/116900	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:12%20GMT	https://demo.hasthemes.com/brook-preview/index-revolutionary.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-revolutionary.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:21	113180/113180	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:03%20GMT	https://demo.hasthemes.com/brook-preview/index-creative-portfolio.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-creative-portfolio.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:22	116527/116527	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:08%20GMT	https://demo.hasthemes.com/brook-preview/index-minimal-portfolio.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-minimal-portfolio.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:22	115294/115294	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:15%20GMT	https://demo.hasthemes.com/brook-preview/index-vertical-slider-portfolio.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-vertical-slider-portfolio.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:23	88775/88775	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:10%20GMT	https://demo.hasthemes.com/brook-preview/index-portfolio-fullscreen-slider-left-vertical-header.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-portfolio-fullscreen-slider-left-vertical-header.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:23	116836/116836	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Aug%202019%2011:56:25%20GMT	https://demo.hasthemes.com/brook-preview/index-vertical-slide-gradient-portfolio.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-vertical-slide-gradient-portfolio.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:24	94294/94294	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:07%20GMT	https://demo.hasthemes.com/brook-preview/index-masonry-gallery.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-masonry-gallery.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:25	91795/91795	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:10%20GMT	https://demo.hasthemes.com/brook-preview/index-portfolio-fullscreen-type-hover.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-portfolio-fullscreen-type-hover.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:26	86305/86305	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:10%20GMT	https://demo.hasthemes.com/brook-preview/index-portfolio-fullscreen-type-hover-02.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-portfolio-fullscreen-type-hover-02.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:26	21061/21061	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:04%20GMT	https://demo.hasthemes.com/brook-preview/index-digital-broadsheets.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-digital-broadsheets.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:27	176924/176924	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:09%20GMT	https://demo.hasthemes.com/brook-preview/index-onepage.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-onepage.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:28	132742/132742	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:07%20GMT	https://demo.hasthemes.com/brook-preview/index-landing.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-landing.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:29	115434/115434	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:12%20GMT	https://demo.hasthemes.com/brook-preview/index-product-landing.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-product-landing.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:29	126483/126483	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:06%20GMT	https://demo.hasthemes.com/brook-preview/index-home-service.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-home-service.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:29	131257/131257	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:12%20GMT	https://demo.hasthemes.com/brook-preview/index-presentation.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-presentation.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:30	142292/142292	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:06%20GMT	https://demo.hasthemes.com/brook-preview/index-indie-musician.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-indie-musician.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:30	130220/130220	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:13%20GMT	https://demo.hasthemes.com/brook-preview/index-shop.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-shop.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:31	93239/93239	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:09%20GMT	https://demo.hasthemes.com/brook-preview/index-news-bulletin.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-news-bulletin.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:32	158939/158939	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:06%20GMT	https://demo.hasthemes.com/brook-preview/index-expert.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-expert.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:33	125319/125319	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:14%20GMT	https://demo.hasthemes.com/brook-preview/index-vertical-menu.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-vertical-menu.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:34	86349/86349	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:10%20GMT	https://demo.hasthemes.com/brook-preview/index-photo-slider-gallery.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-photo-slider-gallery.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:35	92901/92901	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:08%20GMT	https://demo.hasthemes.com/brook-preview/index-minimal-metro-grid.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-minimal-metro-grid.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:35	88142/88142	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:11%20GMT	https://demo.hasthemes.com/brook-preview/index-portfolio-slide.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-portfolio-slide.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:35	126994/126994	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:01%20GMT	https://demo.hasthemes.com/brook-preview/index-blog-metro.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-blog-metro.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:36	130545/130545	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:01%20GMT	https://demo.hasthemes.com/brook-preview/index-blog-grid.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-blog-grid.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:37	84562/84562	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:04%20GMT	https://demo.hasthemes.com/brook-preview/index-foodie.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/index-foodie.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:38	128903/128903	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:38%20GMT	https://demo.hasthemes.com/brook-preview/about-us-02.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/about-us-02.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:38	127579/127579	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:38%20GMT	https://demo.hasthemes.com/brook-preview/about-us-01.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/about-us-01.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:39	135950/135950	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:39%20GMT	https://demo.hasthemes.com/brook-preview/about-us-03.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/about-us-03.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:40	129995/129995	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:39%20GMT	https://demo.hasthemes.com/brook-preview/about-us-04.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/about-us-04.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:40	118526/118526	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:39%20GMT	https://demo.hasthemes.com/brook-preview/about-us-05.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/about-us-05.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:41	106657/106657	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:53%20GMT	https://demo.hasthemes.com/brook-preview/contact-us-modern.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/contact-us-modern.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:41	108405/108405	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:51%20GMT	https://demo.hasthemes.com/brook-preview/contact-us-classic.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/contact-us-classic.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:41	122007/122007	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:52%20GMT	https://demo.hasthemes.com/brook-preview/contact-us-with-map.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/contact-us-with-map.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:42	115557/115557	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:30%20GMT	https://demo.hasthemes.com/brook-preview/services-classic.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/services-classic.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:43	110965/110965	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:30%20GMT	https://demo.hasthemes.com/brook-preview/services-modern.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/services-modern.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:44	107298/107298	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:30%20GMT	https://demo.hasthemes.com/brook-preview/services-list.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/services-list.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:44	116375/116375	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:28%20GMT	https://demo.hasthemes.com/brook-preview/pricing-plans-02.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/pricing-plans-02.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:45	122111/122111	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:28%20GMT	https://demo.hasthemes.com/brook-preview/pricing-plans.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/pricing-plans.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:45	123813/123813	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:49%20GMT	https://demo.hasthemes.com/brook-preview/career.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/career.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:46	111743/111743	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:38%20GMT	https://demo.hasthemes.com/brook-preview/team-carousel-01.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/team-carousel-01.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:46	113541/113541	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:39%20GMT	https://demo.hasthemes.com/brook-preview/team-grid.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/team-grid.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:46	112760/112760	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:38%20GMT	https://demo.hasthemes.com/brook-preview/team-carousel-02.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/team-carousel-02.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:47	16252/16252	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:17%20GMT	https://demo.hasthemes.com/brook-preview/maintenance.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/maintenance.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:48	17609/17609	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:51%20GMT	https://demo.hasthemes.com/brook-preview/coming-soon.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/coming-soon.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:48	15966/15966	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:37%20GMT	https://demo.hasthemes.com/brook-preview/404.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/404.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:48	33112/33112	---M--	200	added ('OK')	image/jpeg	etag:%22dedf7ede77a6384a633b74b9a44c816e%22	https://demo.hasthemes.com/brook-preview/img/others/mega-menu-image-01.jpg	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/img/others/mega-menu-image-01.jpg	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:49	150622/150622	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:32%20GMT	https://demo.hasthemes.com/brook-preview/shop-minimal.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/shop-minimal.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:50	149374/149374	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:31%20GMT	https://demo.hasthemes.com/brook-preview/shop-fullwide.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/shop-fullwide.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:51	113852/113852	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:50%20GMT	https://demo.hasthemes.com/brook-preview/cart.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/cart.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:51	111809/111809	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:51%20GMT	https://demo.hasthemes.com/brook-preview/compare.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/compare.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:51	115692/115692	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:18%20GMT	https://demo.hasthemes.com/brook-preview/my-account.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/my-account.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:52	107478/107478	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:16%20GMT	https://demo.hasthemes.com/brook-preview/login-register.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/login-register.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:53	119817/119817	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:36:50%20GMT	https://demo.hasthemes.com/brook-preview/checkout.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/checkout.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:53	108836/108836	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:42%20GMT	https://demo.hasthemes.com/brook-preview/wishlist.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/wishlist.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:54	120913/120913	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:31%20GMT	https://demo.hasthemes.com/brook-preview/single-product.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/single-product.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:55	111262/111262	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:24%20GMT	https://demo.hasthemes.com/brook-preview/portfolio-grid-boxed.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/portfolio-grid-boxed.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
14:35:55	122130/122130	---MCZ	200	added ('OK')	text/html	date:Sat,%2010%20Aug%202019%2008:37:32%20GMT	https://demo.hasthemes.com/brook-preview/single-product2.html	C:/Users/pangg/Documents/Titipan/Febby/Febby%20galau/demo.hasthemes.com/brook-preview/single-product2.html	(from https://demo.hasthemes.com/brook-preview/index-design-studio.html)
